id,founder_name,email,role,company,location,idea,about,keywords,stage,linked_in,notes
c7aa4181-2617-40d9-b498-55f3256460be,Ritika Mehta,ritika.mehta@smarthire.in,Founder,DataMind,"Ahmedabad, India",Fintech mobility iot ecommerce logistics. Building a solution for logistics.,Mobility cleantech edtech marketplace logistics ecommerce ai marketplace. Experienced in edtech and gaming.,"edtech,ecommerce,healthtech",series A,https://www.linkedin.com/in/ritikamehta7,Expanding into new geographies.
7556e3ab-c215-4536-82b6-344dd9cab10b,Simran Singh,simran.singh@smarthire.in,Investor,HealthBridge,"Kolkata, India",Edtech fintech logistics gaming cleantech. Building a solution for blockchain.,Cleantech healthtech edtech logistics fintech investor cloud gaming. Experienced in edtech and cleantech.,"marketplace,fintech,logistics",series A,https://www.linkedin.com/in/simransingh70,
42ba56f4-afbe-4451-b7a2-45b0164895e9,Ishaan Pandey,ishaan.pandey@travelease.in,Co-founder,CloudNova,"Chennai, India",Telemedicine iot ai fintech healthtech. Building a solution for ecommerce.,Ecommerce mobility gaming cloud logistics healthtech investor cloud. Experienced in gaming and gaming.,"sustainability,cleantech,fintech",pre-seed,https://www.linkedin.com/in/ishaanpandey99,Focused on user acquisition.
1b0834ef-e674-402f-b033-20ad6df8c24a,Isha Menon,isha.menon@datamind.in,Founder,SkillHub,"Ahmedabad, India",Gaming ai marketplace marketplace iot. Building a solution for marketplace.,Fintech edtech ecommerce ecommerce telemedicine logistics blockchain sustainability. Experienced in edtech and AI.,"gaming,cleantech,marketplace",seed,https://www.linkedin.com/in/ishamenon12,Looking for funding opportunities.
5ca9f09f-a565-4392-9959-ed9c88ed1ee8,Neha Chopra,neha.chopra@travelease.in,Investor,DataMind,"Bengaluru, India",Investor sustainability marketplace blockchain mobility. Building a solution for fintech.,Edtech cleantech ai gaming sustainability sustainability mobility cloud. Experienced in cloud and ecommerce.,"mobility,blockchain,fintech",growth,https://www.linkedin.com/in/nehachopra95,Recently closed a small round.
b17587bc-ea88-4fb7-982e-4e4b760101df,Aditya Kulkarni,aditya.kulkarni@smarthire.in,Engineer,SmartHire,"Bengaluru, India",Blockchain telemedicine iot edtech marketplace. Building a solution for IoT.,Gaming logistics telemedicine logistics mobility sustainability telemedicine marketplace. Experienced in investor and cloud.,"mobility,marketplace,fintech",seed,https://www.linkedin.com/in/adityakulkarni97,Expanding into new geographies.
7f90dbcd-9bdc-43d8-984c-fc4dc50cc9ed,Aditi Menon,aditi.menon@healthbridge.in,Investor,TechSutra,"Pune, India",Logistics investor gaming gaming blockchain. Building a solution for cleantech.,Sustainability cleantech cloud marketplace cloud blockchain ai telemedicine. Experienced in IoT and gaming.,"ecommerce,gaming,mobility",none,https://www.linkedin.com/in/aditimenon4,
feb0b5f2-1407-484b-a137-8eb3b38997cf,Aditi Chopra,aditi.chopra@neomart.in,Other,DataMind,"Delhi, India",Cleantech blockchain investor sustainability cleantech. Building a solution for healthtech.,Sustainability telemedicine mobility investor ai edtech sustainability iot. Experienced in blockchain and gaming.,"telemedicine,AI,fintech",none,https://www.linkedin.com/in/aditichopra90,
990ac9d5-e2ee-49c1-93a4-f492e3c98f32,Priya Singh,priya.singh@farmiot.in,Co-founder,CleanCity,"Hyderabad, India",Logistics mobility gaming fintech ecommerce. Building a solution for AI.,Edtech iot iot gaming edtech ecommerce ai fintech. Experienced in cloud and telemedicine.,"telemedicine,mobility,AI",none,https://www.linkedin.com/in/priyasingh39,Exploring partnerships with corporates.
3e61d1d8-b8ed-478e-8416-acd999ff546c,Aarav Gupta,aarav.gupta@farmiot.in,PM,SmartHire,"Kolkata, India",Investor healthtech cloud healthtech blockchain. Building a solution for ecommerce.,Mobility cleantech blockchain healthtech healthtech sustainability mobility healthtech. Experienced in mobility and investor.,"AI,ecommerce,investor",growth,https://www.linkedin.com/in/aaravgupta42,Looking for funding opportunities.
990bec0a-1a04-41e3-af36-391d172c11f5,Ritika Agarwal,ritika.agarwal@travelease.in,Investor,SkillHub,"Delhi, India",Iot fintech fintech telemedicine marketplace. Building a solution for sustainability.,Fintech edtech telemedicine cleantech fintech iot marketplace fintech. Experienced in sustainability and marketplace.,"healthtech,ecommerce,IoT",pre-seed,https://www.linkedin.com/in/ritikaagarwal91,
c6ddbf53-29b5-4cac-b8ed-70cd9fa0ea44,Meera Menon,meera.menon@agrifytech.in,Investor,NeoMart,"Chennai, India",Telemedicine fintech ai telemedicine iot. Building a solution for logistics.,Fintech sustainability logistics healthtech edtech investor telemedicine healthtech. Experienced in telemedicine and sustainability.,"healthtech,sustainability,telemedicine",series A,https://www.linkedin.com/in/meeramenon57,Recently closed a small round.
d813dba5-5b90-427c-ba93-9fea576026cc,Sanya Nair,sanya.nair@finpeak.in,Founder,AgriFyTech,"Ahmedabad, India",Ai healthtech mobility fintech logistics. Building a solution for cleantech.,Fintech cloud ecommerce cleantech ecommerce cloud iot ecommerce. Experienced in edtech and sustainability.,"logistics,mobility,cloud",series A,https://www.linkedin.com/in/sanyanair58,Looking for funding opportunities.
407b8f9c-d8d9-442a-881a-afa2509146e3,Ananya Chopra,ananya.chopra@techsutra.in,Investor,MedCura,"Hyderabad, India",Ai telemedicine ecommerce fintech gaming. Building a solution for ecommerce.,Telemedicine marketplace iot edtech telemedicine cleantech sustainability ai. Experienced in AI and sustainability.,"fintech,sustainability,AI",series A,https://www.linkedin.com/in/ananyachopra39,
a81f3b92-5ade-450c-80c9-4799c60d60fe,Ananya Nair,ananya.nair@neomart.in,PM,TechSutra,"Jaipur, India",Cleantech telemedicine marketplace telemedicine fintech. Building a solution for logistics.,Blockchain iot cleantech ai investor cloud iot edtech. Experienced in sustainability and blockchain.,"AI,IoT,fintech",pre-seed,https://www.linkedin.com/in/ananyanair86,Focused on user acquisition.
a4f38f9f-1586-45cf-bf16-eea23bb71329,Ritika Menon,ritika.menon@medcura.in,Other,FinPeak,"Bengaluru, India",Blockchain blockchain mobility telemedicine investor. Building a solution for ecommerce.,Marketplace iot telemedicine mobility ecommerce ecommerce gaming healthtech. Experienced in sustainability and IoT.,"marketplace,gaming,cleantech",none,https://www.linkedin.com/in/ritikamenon79,Focused on user acquisition.
510c5100-c3b7-49dd-ba4c-2d0c9177f80e,Aditi Joshi,aditi.joshi@agrifytech.in,PM,EduNext,"Hyderabad, India",Logistics sustainability cloud iot investor. Building a solution for IoT.,Investor sustainability investor cleantech blockchain iot cloud fintech. Experienced in marketplace and marketplace.,"telemedicine,sustainability,AI",none,https://www.linkedin.com/in/aditijoshi19,Focused on user acquisition.
2db07670-4926-4880-b170-a9720f2828d0,Aarav Kapoor,aarav.kapoor@agrifytech.in,PM,SmartHire,"Hyderabad, India",Blockchain healthtech logistics healthtech cloud. Building a solution for cloud.,Ecommerce iot investor fintech ecommerce marketplace investor sustainability. Experienced in blockchain and fintech.,"mobility,ecommerce,marketplace",seed,https://www.linkedin.com/in/aaravkapoor86,Exploring partnerships with corporates.
3710de20-b11d-48d3-ae83-6dbc60895619,Sanya Verma,sanya.verma@agrifytech.in,Founder,SkillHub,"Delhi, India",Sustainability gaming marketplace healthtech mobility. Building a solution for investor.,Iot cleantech edtech healthtech blockchain ai marketplace fintech. Experienced in cleantech and fintech.,"fintech,IoT,sustainability",seed,https://www.linkedin.com/in/sanyaverma31,Recently closed a small round.
c67ee87a-9a4e-4af7-81f4-2274e71a0561,Rahul Menon,rahul.menon@finpeak.in,Founder,NeoMart,"Pune, India",Iot mobility ai ai marketplace. Building a solution for marketplace.,Edtech telemedicine mobility sustainability gaming ecommerce ai ai. Experienced in cloud and blockchain.,"edtech,blockchain,logistics",series A,https://www.linkedin.com/in/rahulmenon77,Looking for funding opportunities.
8436061c-9e1a-4ed6-b9ca-ff65d0b1c35f,Meera Singh,meera.singh@healthbridge.in,Other,CleanCity,"Jaipur, India",Cleantech iot sustainability logistics ecommerce. Building a solution for cleantech.,Mobility investor sustainability blockchain mobility cleantech ai ecommerce. Experienced in telemedicine and telemedicine.,"mobility,blockchain,fintech",seed,https://www.linkedin.com/in/meerasingh84,Expanding into new geographies.
e7ec42ab-18cf-458d-a1ee-5de14706af2f,Neha Gupta,neha.gupta@neomart.in,Engineer,TravelEase,"Kolkata, India",Investor cloud blockchain edtech iot. Building a solution for sustainability.,Marketplace cloud edtech mobility sustainability iot telemedicine cleantech. Experienced in logistics and AI.,"IoT,blockchain,logistics",pre-seed,https://www.linkedin.com/in/nehagupta33,Expanding into new geographies.
7577c786-40d4-48b3-b7ef-83c159a62901,Rahul Kulkarni,rahul.kulkarni@edunext.in,Investor,CloudNova,"Kolkata, India",Logistics ai logistics marketplace investor. Building a solution for edtech.,Mobility ecommerce iot ecommerce logistics logistics fintech ecommerce. Experienced in IoT and ecommerce.,"IoT,logistics,cleantech",seed,https://www.linkedin.com/in/rahulkulkarni85,Exploring partnerships with corporates.
d41c5c26-3331-4804-8534-f2fdeb057cec,Kavya Iyer,kavya.iyer@edunext.in,Investor,FarmIoT,"Jaipur, India",Healthtech mobility sustainability iot telemedicine. Building a solution for cloud.,Blockchain investor blockchain mobility gaming marketplace sustainability blockchain. Experienced in marketplace and IoT.,"investor,gaming,blockchain",series A,https://www.linkedin.com/in/kavyaiyer73,Expanding into new geographies.
1f10ab99-367e-4a01-881a-6adbe8c9d854,Vivaan Verma,vivaan.verma@neomart.in,PM,CloudNova,"Hyderabad, India",Healthtech iot marketplace fintech logistics. Building a solution for cloud.,Healthtech gaming healthtech investor telemedicine logistics cleantech investor. Experienced in healthtech and investor.,"blockchain,AI,gaming",none,https://www.linkedin.com/in/vivaanverma82,Looking for funding opportunities.
aa4df8e4-a03c-4b06-8c53-c66e6b66da9f,Priya Menon,priya.menon@healthbridge.in,Co-founder,TravelEase,"Mumbai, India",Ecommerce gaming fintech marketplace mobility. Building a solution for mobility.,Sustainability mobility iot cloud cloud ai gaming edtech. Experienced in logistics and edtech.,"ecommerce,gaming,mobility",growth,https://www.linkedin.com/in/priyamenon49,
78c87f00-ba7b-4b46-8769-a7030a02efa4,Rahul Chopra,rahul.chopra@smarthire.in,Co-founder,SmartHire,"Chennai, India",Marketplace edtech edtech iot ai. Building a solution for AI.,Marketplace fintech edtech investor investor cloud sustainability cleantech. Experienced in healthtech and cloud.,"ecommerce,investor,AI",pre-seed,https://www.linkedin.com/in/rahulchopra79,Focused on user acquisition.
9fb0e0bb-879d-4860-b959-5c448a235810,Rohan Menon,rohan.menon@cloudnova.in,Investor,SkillHub,"Lucknow, India",Iot logistics investor fintech edtech. Building a solution for edtech.,Logistics mobility ai gaming logistics ecommerce cleantech healthtech. Experienced in AI and ecommerce.,"AI,blockchain,telemedicine",growth,https://www.linkedin.com/in/rohanmenon83,Looking for funding opportunities.
5b687c9c-83d1-4fdc-a9e9-b598e7a85366,Rahul Verma,rahul.verma@farmiot.in,PM,AgriFyTech,"Ahmedabad, India",Marketplace edtech gaming iot telemedicine. Building a solution for healthtech.,Marketplace iot ai marketplace iot sustainability ai cleantech. Experienced in logistics and cleantech.,"logistics,mobility,AI",seed,https://www.linkedin.com/in/rahulverma64,Exploring partnerships with corporates.
b16d8613-5730-423a-a839-7a2fed0c9c73,Aditya Menon,aditya.menon@finpeak.in,Founder,SkillHub,"Jaipur, India",Gaming sustainability fintech cloud healthtech. Building a solution for blockchain.,Iot cloud telemedicine iot cleantech mobility healthtech iot. Experienced in mobility and IoT.,"investor,IoT,gaming",seed,https://www.linkedin.com/in/adityamenon38,Recently closed a small round.
d95a8d6a-2ae7-44b3-83f3-f7f7161d0522,Sanya Deshmukh,sanya.deshmukh@skillhub.in,Engineer,DataMind,"Jaipur, India",Cleantech telemedicine telemedicine ai edtech. Building a solution for healthtech.,Blockchain ecommerce cloud ai blockchain sustainability telemedicine logistics. Experienced in cloud and ecommerce.,"logistics,IoT,sustainability",none,https://www.linkedin.com/in/sanyadeshmukh85,
28f57a7c-91d8-4135-acb3-c9b779b41bdf,Meera Gupta,meera.gupta@neomart.in,PM,TechSutra,"Delhi, India",Mobility telemedicine ai marketplace cleantech. Building a solution for cleantech.,Sustainability cloud iot ai ecommerce cleantech blockchain fintech. Experienced in ecommerce and healthtech.,"edtech,logistics,blockchain",pre-seed,https://www.linkedin.com/in/meeragupta49,Expanding into new geographies.
dcbdaa0e-6fe9-4b43-ba03-d5833baf7844,Ananya Gupta,ananya.gupta@finpeak.in,Co-founder,DataMind,"Kolkata, India",Cloud cleantech iot healthtech marketplace. Building a solution for fintech.,Healthtech logistics ai telemedicine fintech blockchain sustainability sustainability. Experienced in gaming and mobility.,"mobility,cleantech,IoT",seed,https://www.linkedin.com/in/ananyagupta44,Exploring partnerships with corporates.
52e22e61-eea1-4baa-9350-3e86aa29f829,Priya Verma,priya.verma@medcura.in,Founder,MedCura,"Hyderabad, India",Healthtech sustainability investor marketplace fintech. Building a solution for fintech.,Telemedicine marketplace mobility cleantech healthtech edtech edtech healthtech. Experienced in telemedicine and healthtech.,"cleantech,gaming,cloud",growth,https://www.linkedin.com/in/priyaverma41,Exploring partnerships with corporates.
fda00bd3-b404-4146-8516-92a046126242,Tanvi Joshi,tanvi.joshi@finpeak.in,Investor,FarmIoT,"Delhi, India",Cleantech marketplace investor iot gaming. Building a solution for mobility.,Mobility logistics mobility marketplace cloud edtech fintech gaming. Experienced in gaming and fintech.,"AI,marketplace,logistics",pre-seed,https://www.linkedin.com/in/tanvijoshi28,Looking for funding opportunities.
57d37ec0-c6de-41e6-afbd-f5d35d09fbaf,Rahul Bose,rahul.bose@greenvolt.in,Co-founder,TravelEase,"Jaipur, India",Edtech telemedicine investor ai cloud. Building a solution for IoT.,Ai edtech cloud logistics cloud healthtech healthtech ecommerce. Experienced in investor and blockchain.,"marketplace,cleantech,investor",none,https://www.linkedin.com/in/rahulbose10,Recently closed a small round.
cd8570a4-ae50-4559-a574-ad00efd626e0,Kavya Iyer,kavya.iyer@travelease.in,Other,FinPeak,"Bengaluru, India",Fintech edtech iot gaming ai. Building a solution for IoT.,Logistics logistics gaming edtech gaming edtech ai ecommerce. Experienced in healthtech and healthtech.,"IoT,healthtech,gaming",series A,https://www.linkedin.com/in/kavyaiyer70,Focused on user acquisition.
d88829fc-5868-4cba-8346-44673112022b,Meera Banerjee,meera.banerjee@medcura.in,Engineer,EduNext,"Ahmedabad, India",Fintech ecommerce fintech blockchain marketplace. Building a solution for telemedicine.,Healthtech iot healthtech sustainability marketplace blockchain logistics telemedicine. Experienced in healthtech and IoT.,"cloud,telemedicine,blockchain",pre-seed,https://www.linkedin.com/in/meerabanerjee80,Exploring partnerships with corporates.
971cefcc-03c3-49f1-b43d-4b03bb0451fc,Aditya Chopra,aditya.chopra@edunext.in,Engineer,CloudNova,"Pune, India",Ai mobility iot iot fintech. Building a solution for mobility.,Blockchain cleantech telemedicine fintech edtech mobility logistics mobility. Experienced in healthtech and AI.,"gaming,ecommerce,cloud",growth,https://www.linkedin.com/in/adityachopra16,Expanding into new geographies.
f12ef9aa-04a6-4be4-92c8-f35f7a55867e,Aditya Gupta,aditya.gupta@medcura.in,Other,DataMind,"Chennai, India",Cleantech fintech cleantech blockchain telemedicine. Building a solution for IoT.,Cleantech blockchain edtech mobility gaming investor fintech ai. Experienced in edtech and sustainability.,"cleantech,fintech,telemedicine",none,https://www.linkedin.com/in/adityagupta68,Looking for funding opportunities.
bafa55b0-2684-4318-95e5-3fca103b4c8c,Rohan Pandey,rohan.pandey@agrifytech.in,Other,EduNext,"Ahmedabad, India",Logistics sustainability investor ai marketplace. Building a solution for investor.,Gaming investor telemedicine sustainability mobility edtech cloud iot. Experienced in healthtech and edtech.,"ecommerce,AI,mobility",pre-seed,https://www.linkedin.com/in/rohanpandey81,Recently closed a small round.
e75d2d43-ca91-4db8-b045-7dc1db90a3c2,Rahul Patel,rahul.patel@finpeak.in,Other,TravelEase,"Pune, India",Ecommerce iot logistics blockchain edtech. Building a solution for blockchain.,Ai healthtech fintech blockchain ai iot ecommerce blockchain. Experienced in ecommerce and gaming.,"cloud,healthtech,marketplace",growth,https://www.linkedin.com/in/rahulpatel48,Exploring partnerships with corporates.
c50e5b50-4680-4fbb-8539-e76246eadf7c,Ananya Verma,ananya.verma@travelease.in,PM,TechSutra,"Jaipur, India",Iot cleantech iot ecommerce cloud. Building a solution for healthtech.,Ecommerce iot marketplace iot blockchain ai healthtech cloud. Experienced in AI and cleantech.,"blockchain,healthtech,edtech",growth,https://www.linkedin.com/in/ananyaverma25,
7ac07d28-f8c3-40fd-8e79-9a6e735d9f85,Isha Reddy,isha.reddy@edunext.in,Founder,AgriFyTech,"Hyderabad, India",Investor fintech iot blockchain healthtech. Building a solution for cleantech.,Cloud healthtech iot sustainability iot fintech ecommerce logistics. Experienced in cleantech and mobility.,"investor,fintech,gaming",pre-seed,https://www.linkedin.com/in/ishareddy85,Expanding into new geographies.
be9dea70-0a78-43a2-888c-deb1699d1c9e,Aarav Reddy,aarav.reddy@agrifytech.in,Co-founder,SmartHire,"Lucknow, India",Fintech cleantech edtech fintech telemedicine. Building a solution for healthtech.,Investor cleantech investor edtech ecommerce edtech gaming mobility. Experienced in investor and IoT.,"ecommerce,fintech,investor",series A,https://www.linkedin.com/in/aaravreddy91,Exploring partnerships with corporates.
7b67ed68-b6ce-4db6-b7db-986f3144b57d,Vivaan Banerjee,vivaan.banerjee@edunext.in,Engineer,GreenVolt,"Bengaluru, India",Telemedicine ecommerce fintech sustainability mobility. Building a solution for sustainability.,Cloud ai blockchain cloud sustainability edtech cloud mobility. Experienced in cloud and marketplace.,"sustainability,fintech,cleantech",seed,https://www.linkedin.com/in/vivaanbanerjee24,
021f0ad3-79af-40b6-a4b1-8527657da8ca,Neha Reddy,neha.reddy@skillhub.in,Founder,SkillHub,"Chennai, India",Cleantech cloud mobility gaming blockchain. Building a solution for IoT.,Cloud ai mobility blockchain logistics gaming logistics gaming. Experienced in fintech and edtech.,"gaming,cleantech,AI",seed,https://www.linkedin.com/in/nehareddy11,Exploring partnerships with corporates.
3a7feaf3-b77b-4102-8032-b94cad13ce5b,Vivaan Patel,vivaan.patel@finpeak.in,Investor,SmartHire,"Bengaluru, India",Cleantech healthtech healthtech mobility cleantech. Building a solution for edtech.,Edtech sustainability mobility ai cloud investor ai marketplace. Experienced in edtech and cleantech.,"marketplace,edtech,telemedicine",series A,https://www.linkedin.com/in/vivaanpatel30,
a43b8f39-31ed-49be-a79d-61cdc06fe2ea,Aditi Reddy,aditi.reddy@medcura.in,Other,SkillHub,"Jaipur, India",Cleantech marketplace sustainability fintech mobility. Building a solution for cloud.,Ai cloud sustainability marketplace gaming iot healthtech iot. Experienced in sustainability and telemedicine.,"IoT,blockchain,cleantech",pre-seed,https://www.linkedin.com/in/aditireddy47,Recently closed a small round.
94a95f0c-04c1-4ba7-9165-92dedfe3f13f,Tanvi Reddy,tanvi.reddy@skillhub.in,Co-founder,TechSutra,"Bengaluru, India",Cloud blockchain iot investor healthtech. Building a solution for cloud.,Fintech mobility healthtech healthtech healthtech ecommerce telemedicine ecommerce. Experienced in edtech and IoT.,"fintech,ecommerce,investor",growth,https://www.linkedin.com/in/tanvireddy52,Exploring partnerships with corporates.
00dc9180-b4dc-45be-8615-1c1d4a23c5ba,Vivaan Agarwal,vivaan.agarwal@farmiot.in,PM,MedCura,"Pune, India",Edtech healthtech cloud gaming ai. Building a solution for mobility.,Healthtech blockchain iot ai sustainability ai ecommerce blockchain. Experienced in telemedicine and IoT.,"gaming,edtech,investor",growth,https://www.linkedin.com/in/vivaanagarwal56,Focused on user acquisition.
793cad3a-baff-4431-a201-f2ce634eaf4f,Kavya Verma,kavya.verma@farmiot.in,Founder,SmartHire,"Bengaluru, India",Mobility edtech healthtech logistics ai. Building a solution for gaming.,Sustainability ai sustainability marketplace marketplace sustainability healthtech ai. Experienced in mobility and investor.,"marketplace,sustainability,edtech",pre-seed,https://www.linkedin.com/in/kavyaverma58,Recently closed a small round.
edaed0c3-6be2-47b6-92f4-ed3b23238122,Vivaan Mehta,vivaan.mehta@techsutra.in,PM,FinPeak,"Bengaluru, India",Mobility gaming mobility cleantech healthtech. Building a solution for edtech.,Investor healthtech marketplace mobility fintech investor gaming gaming. Experienced in cloud and AI.,"edtech,cleantech,blockchain",seed,https://www.linkedin.com/in/vivaanmehta21,Looking for funding opportunities.
0c1d11cb-cbe8-43bb-9191-de99d4863b84,Tanvi Sharma,tanvi.sharma@skillhub.in,Founder,TechSutra,"Mumbai, India",Mobility gaming cloud ecommerce gaming. Building a solution for mobility.,Cloud iot fintech investor gaming healthtech logistics ai. Experienced in mobility and healthtech.,"cleantech,sustainability,edtech",series A,https://www.linkedin.com/in/tanvisharma28,Expanding into new geographies.
4ff5fee3-a28e-4f68-afeb-255a80e7a3fd,Aditi Singh,aditi.singh@cleancity.in,Co-founder,DataMind,"Lucknow, India",Sustainability fintech fintech fintech sustainability. Building a solution for fintech.,Sustainability cloud cleantech iot ai healthtech sustainability edtech. Experienced in ecommerce and blockchain.,"blockchain,ecommerce,investor",series A,https://www.linkedin.com/in/aditisingh59,Exploring partnerships with corporates.
358811af-2720-48bb-b4c4-806862c3ff36,Rahul Verma,rahul.verma@neomart.in,Co-founder,FinPeak,"Hyderabad, India",Marketplace sustainability iot gaming iot. Building a solution for cloud.,Logistics logistics ai edtech mobility logistics marketplace logistics. Experienced in investor and edtech.,"logistics,AI,telemedicine",series A,https://www.linkedin.com/in/rahulverma36,Recently closed a small round.
